timestamp,record_num,record_id,source_system,full_name,email,phone,company,exact_matches,fuzzy_matches,vector_matches,business_matches,exact_score,fuzzy_score,vector_score,business_score,combined_score,confidence,action,entity_id,processing_time_ms
2025-09-24T00:19:43.595864,11,fca0d9e0-f172-4c59-aa07-08f52a0f337a,erp,David Walker,andrew83@example.net,501.603.1051,"Joyce, Garcia and Powell",5,3,1,6,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,3105a369-c4e3-4e08-8970-af379071983f,1942.281723022461
2025-09-24T00:19:46.668017,12,b3ecdd29-f1d0-49a9-9023-ef06435eaba8,erp,Nicole Humphrey,patrick79@hotmail.com,202.946.2996,"Davis, Alexander and Mcintyre",2,1,3,2,0.0,0.0,0.8204055456613257,0.0,0.16408110913226515,LOW,CREATE_NEW,729af205-503a-4ba5-808f-2675c34b833c,1739.3691539764404
2025-09-24T00:19:49.945160,13,4a97f7b4-8702-4438-aa83-e87eb0af459a,crm,Jack Preston,warrenmary@example.org,+1.900.962.3,Warren and Sons,3,2,3,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,e9144c19-6484-413c-aad1-ffed815e5e58,1943.1354999542236
2025-09-24T00:19:54.161676,14,ed4cbb02-5337-453f-a7f3-ca94043df308,erp,Daniel Wright,gabriel90@example.net,+1 565 961 0,Boyd LLC,2,1,1,2,0,0,0,0,0.0,LOW,CREATE_NEW,33040955-fa51-47b7-af40-339d7f7e34a1,1836.3046646118164
2025-09-24T00:19:57.088709,15,ff240c67-a3a5-471a-8751-fbdfc539867e,crm,Michelle Anderson,kristy39@example.com,9249026811,,2,1,3,1,0.0,0.0,0.8104862286473736,0.0,0.16209724572947473,LOW,CREATE_NEW,075e54f2-7339-47b6-9c09-73dcedf269e0,1573.2603073120117
2025-09-24T00:20:00.219162,16,2c89587d-2a80-4a57-b97e-97c85a812a06,crm,Phillip Anderson,maryavila@example.com,386.286.3375,Taylor LLC,6,4,3,8,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,6f28f57b-5f08-4a0e-b31e-197998a44085,1979.4514179229736
2025-09-24T00:20:03.519490,17,d23cc2a9-d187-4fe7-a895-e7da29eb9266,erp,Lorraine Santiago,sean43@example.org,001-915-841-,Dennis PLC,4,2,5,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,83ffcc00-9589-4d0a-a33a-79b7ad4ba1d1,1969.2416191101074
2025-09-24T00:20:06.827334,18,f82c78e8-f1dd-47fb-94a9-6307a22bf20a,crm,Lauren Byrd,davidtodd@outlook.com,(433)620 616,Buckley PLC,5,3,2,6,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,8facd8c5-828e-40c9-8058-0cdacbeccccc,1971.5626239776611
2025-09-24T00:20:10.141056,19,2738da6d-a31c-48a3-a663-c1a60adfea38,erp,Casey Sanchez,eric84@example.net,+1-680-584-1,"Patterson, Smith and Jones",5,3,1,6,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,a079295d-5cf0-4ccd-932a-5c41cc113303,1971.9583988189697
2025-09-24T00:20:13.457370,20,e4a05360-73ea-4018-987e-fb02cc251f53,ecommerce,Marcus Wilson,anna99@yahoo.com,001 268 546 ,"Roberts, Beck and House",6,4,1,8,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,b13e3531-b250-46a6-b6ac-a820f7d5df42,1978.8274765014648
2025-09-24T00:20:16.787909,21,7804d5db-2081-4c4f-9fc7-d55486c15574,ecommerce,Claudia Richards,oscar98@example.com,789.961.1836,"Frye, Hoffman and Santiago",9,5,7,10,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,b1baae66-6a2b-413b-9264-0cd415e6613a,1982.4316501617432
2025-09-24T00:20:20.125595,22,932acb6b-1d37-4e19-9113-b3dd20ab42fb,ecommerce,Gina Chzrch,smithjohn@example.net,001-473-359-,"Turner, Tyler and Pierce",2,2,2,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,75c8231b-18ac-43ce-b530-ccf44abed054,1985.9731197357178
2025-09-24T00:20:23.471995,23,641dfc9d-1d90-430b-a26c-11dc362e633c,ecommerce,Justin xohen,rbrown@example.net,944-643-2830,Figueroa Ltd,6,5,6,6,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,fdb31e85-2eec-4075-b1fb-0eb55f543c20,1993.97873878479
2025-09-24T00:20:26.839238,24,05eb6db9-45a2-40fb-a50f-48d38c3f8825,crm,Sarah Pope,keith98@example.com,(652)640-415,Oconnell and Sons,4,2,2,4,1.0,1.0,1.0,0.3,0.9299999999999999,HIGH,AUTO_MERGE,893147c7-c333-4622-9796-6adf5dfe66bd,1992.638349533081
2025-09-24T00:20:30.196707,25,71ca1bc4-27f4-483f-83d5-2b9055b80c28,crm,Steven Spencer,colelisa@example.net,759.378.2071,"Holland, Jones and Davis",4,2,6,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,d2927288-b357-4c22-a4a5-0706e977dc93,1994.0135478973389
2025-09-24T00:20:33.554211,26,b62e2d40-5810-4210-8335-adb87889d2a5,ecommerce,Ryan Richards,heatherthompson@example.org,5696958669,"Anderson, Page and Hester",6,3,4,6,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,8414f6a5-b04f-4c12-b1b6-7d638a5fad0e,1995.957374572754
2025-09-24T00:20:36.924890,27,e6ff1bf5-c345-40bb-bc3f-ac9ee0926f0c,erp,Kevin Holmes,juliephillips@example.org,276.713.7918,"Marquez, Wang and Henderson",4,2,4,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,21f7e4e0-938f-4688-8983-7f964c37a0b7,2002.2740364074707
2025-09-24T00:20:40.297213,28,7fc9f10b-9267-4576-aed5-9a31b6fa0c7c,ecommerce,James Horton,jross@outlook.com,001-901-463-,"Washington, Allen and Gonzales",2,4,3,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,18cc8b80-bd28-4dc2-832b-b0bbf8de312e,2000.8065700531006
2025-09-24T00:20:43.471427,29,fa534f16-59be-4c35-966b-c655c92314d6,crm,Michelle Nicholson,cameronmckinney@yahoo.com,((28) )90--330,Cooper-Monroe,2,5,6,2,0.0,0.7222222222222222,0.0,0.0,0.21666666666666665,LOW,CREATE_NEW,e2cbc13c-8ea5-492c-ac38-782c1637b49b,1801.4087677001953
2025-09-24T00:20:46.990440,30,81512808-cebb-4d2b-a377-fded06423498,crm,Abigail Warren,ibarron@example.com,453.326.0332,Harris Ltd,4,2,5,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,3c77cd9f-f884-4d19-997b-1a8f3237ce4a,2143.542766571045
2025-09-24T00:20:50.366042,31,daabe23b-6651-42c6-87ea-fdf5c7b1a14d,erp,Charles Schultz,rebeccabailey@example.net,+1-923-912-4,Decker-Jones,4,2,6,3,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,0cfbec3c-4c30-4660-9bdb-b7fd2a838999,2005.2037239074707
2025-09-24T00:20:53.759832,32,101b6991-939f-4b6e-bf87-005e64440c07,crm,Eric Parks,lewismelissa@yahoo.com,235-868-0442,"Miller, Willis and Lowery",3,2,1,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,b7f719a5-92a5-40db-87cb-6cbdcd4c6b9d,2007.7402591705322
2025-09-24T00:20:57.128340,33,4f3b0a04-b91b-4853-ba42-ceca2dd7f4ce,erp,James Brooks,amberosborne@example.net,(295) 701-43,"Harris, Collins and Carney",2,3,8,6,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,53c83881-ce87-4694-8622-9771ab26525b,2008.6781978607178
2025-09-24T00:21:00.513067,34,b924ab60-36cd-4c8a-bc69-bcd757a7d331,ecommerce,Patricia Stevens,ryangross@example.net,998-577-6945,Miller Ltd,4,5,4,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,69fe68b2-bb74-44e6-8fea-1e9daf95b8ca,2015.448808670044
2025-09-24T00:21:03.893493,35,fc217c15-d961-4cd6-b6f0-7937b1db6970,crm,Jbnnifer Gill,robin55@example.com,8936204899,Jackson-Norton,6,1,6,8,1.0,0.0,0.0,0.3,0.43000000000000005,LOW,CREATE_NEW,9df23d2e-6b85-4e70-a5d5-8dcc3eb88dd0,1801.6562461853027
2025-09-24T00:21:07.283399,36,a9728a62-3271-43af-914d-d644dc2c4e22,ecommerce,Patricia Baker,ylopez@example.com,(270)447 743,Foster Ltd,4,4,1,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,1df5b073-83f3-47c3-a9ad-d9ad17d6eb35,2015.1152610778809
2025-09-24T00:21:10.450716,37,7085e2d9-124b-460e-b7d4-652e10ac174f,ecommerce,Vanessa Reed,xanderson@example.net,+1-415-337-1,Jimenez-Davis,2,1,12,2,0.0,0.0,0.8490466367476113,0.0,0.16980932734952225,LOW,CREATE_NEW,2a24eebe-9ce9-4341-87e6-6cc1022dc7cb,1787.297010421753
2025-09-24T00:21:13.587580,38,f36db923-4178-4a4e-afbf-2ef8667ad89b,ecommerce,Brandi Hernandez,bobbydiaz@example.org,(833)215 869,,4,2,7,2,1.0,1.0,0.0,0.2,0.72,MEDIUM,AUTO_MERGE,a251abd2-4e60-404f-9d0d-ff979419875e,1772.5794315338135
2025-09-24T00:21:16.762149,39,941cb3b6-9bb8-42eb-93d4-4e8170a6164a,erp,Eric Parks,lewismelissa@example.org,2358680442,"Miller, Willis and Lowery",4,2,9,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,b7f719a5-92a5-40db-87cb-6cbdcd4c6b9d,2029.111623764038
2025-09-24T00:21:20.099594,40,9418c3b4-5d79-4a89-8f05-b76314b436a3,crm,Ryan Richards,heatherthompson@yahoo.com,569-695-8669,"Anderson, Page and Hester",4,3,9,6,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,8414f6a5-b04f-4c12-b1b6-7d638a5fad0e,1957.6163291931152
2025-09-24T00:21:23.404802,41,64079eda-d485-4459-8b51-d90eccda8596,crm,Crystal Thompson,smithjoshua@example.org,001-827-912-,"Chapman, Jackson and Colon",4,2,3,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,fea78895-9aa1-44ac-b1b6-4555b3ceb884,1959.4049453735352
2025-09-24T00:21:26.724284,42,64580dbc-968a-4c43-923d-288e3413d5f5,erp,Phillip Anderson,maryavila@example.com,386.286.3375,Taylor LLC,6,4,3,8,1.0,1.0,0.9999999999999999,0.3,0.9299999999999999,HIGH,AUTO_MERGE,6f28f57b-5f08-4a0e-b31e-197998a44085,1961.9135856628418
2025-09-24T00:21:30.039593,43,93516bc3-f9f4-4fac-834d-33a2ed93cf7a,crm,Christina Ramirez,christian32@example.net,269-614-6303,Wise Inc,4,5,4,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,44580fd1-2de9-4522-bc08-bd2a443d4cd5,1969.4201946258545
2025-09-24T00:21:33.166340,44,c9c615f8-8fcb-417b-b493-12dcd45a0438,crm,Michelle Nicholson,cameronmckinney@example.com,(289)902-330,Cooper-Monroe,2,6,9,4,0.0,1.0,0.0,0.3,0.32999999999999996,LOW,CREATE_NEW,a29b1843-e31c-4a70-90c8-969efbb8b810,1768.3866024017334
2025-09-24T00:21:36.417408,45,286db5be-a600-40dd-a005-03cb9a16aa5b,crm,Patricix Miller,jessebenson@example.net,516.865.8760,Caldwell-Yates,4,3,3,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,8104e064-afcc-4c7e-9735-d736967aa15d,1937.2096061706543
2025-09-24T00:21:39.658937,46,2baef6e3-fb05-4e85-90e0-9d2580790b3e,erp,Jason Gomez,campbellcarla@example.net,+1-274-580-1,Morrison Group,5,3,1,6,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,596e12e6-44f5-4757-91f1-e2edb54ec853,1928.4977912902832
2025-09-24T00:21:42.903167,47,5db81c0a-e399-46f0-88b7-571a934e301d,crm,Gregory Chase,gwilcox@hotmail.com,661.822.7530,"Shaw, Jacobson and Padilla",2,1,9,2,0.0,0.0,0.8335217235488156,0.0,0.16670434470976314,LOW,CREATE_NEW,de05b4c3-e553-435c-8029-f8718c7cf3a2,1726.0665893554688
2025-09-24T00:21:45.945598,48,7388ea62-5d76-40b5-8412-fa86feb315a4,crm,Claudia Richards,oscar98@example.com,789.961.1836,,9,5,2,5,1.0,1.0,0.0,0.2,0.72,MEDIUM,AUTO_MERGE,b1baae66-6a2b-413b-9264-0cd415e6613a,1725.780963897705
2025-09-24T00:21:48.988364,49,bca91aa2-2e86-49af-a379-2de99e514a5d,ecommerce,Shelia Richardson,jeffreyanderson@example.org,995.768.7833,"Aguilar, Davis and Dixon",6,3,6,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,a588068a-131d-4b68-935b-a0035bcbbffc,1928.8685321807861
2025-09-24T00:21:52.444570,50,c2cbfbda-8c24-4272-a65c-974007908e2d,crm,Lance Smith,hdavis@example.com,527-948-4677,Monroe-Carpenter,4,2,13,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,fcb85026-bfea-4764-bf08-eaceed7fc54f,1977.6880741119385
2025-09-24T00:21:55.888318,51,f3fae6d7-3679-4f38-858c-07bfcb829fe9,crm,Ashley Jackson,rjackson@example.com,672-512-6464,Evans PLC,6,3,3,6,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,843f26d3-cb54-48ca-8aed-7fea9e6e3f0e,2095.890998840332
2025-09-24T00:21:58.823940,52,dc96825a-c017-49d1-9988-13f011e0edcf,crm,Elaine Nelson,robertroach@example.net,001-791-841-,,2,1,5,1,0.0,0.0,0.8381398591534777,0.0,0.16762797183069555,LOW,CREATE_NEW,5b26d81e-d247-4837-a3c2-83dfb2586eda,1583.1007957458496
2025-09-24T00:22:01.957727,53,a704abe9-2af0-46a7-b133-4b63ee37e94a,ecommerce,Julie Thompson,opatel@example.net,+1-751-860-6,Foster LLC,6,3,3,6,1.0,1.0,1.0,0.3,0.9299999999999999,HIGH,AUTO_MERGE,2115fc43-6543-492e-bd9a-5bbdf4e0753a,1987.2500896453857
2025-09-24T00:22:05.298239,54,20f53c2c-dec1-41e7-9aec-808906c16a05,crm,Abigail Warren,ibarron@example.com,453.326.0332,Harris Ltd,4,2,9,4,1.0,1.0,1.0,0.3,0.9299999999999999,HIGH,AUTO_MERGE,3c77cd9f-f884-4d19-997b-1a8f3237ce4a,1981.842279434204
2025-09-24T00:22:08.431349,55,73dfad84-667c-4b0a-99f4-a25375af611c,crm,Hannah Brewer,bwest@outlook.com,736 734 9578,,3,2,3,2,1.0,1.0,0.0,0.2,0.72,MEDIUM,AUTO_MERGE,d0d12f0b-318a-482b-9740-2aec667516ef,1778.604507446289
2025-09-24T00:22:11.574266,56,3e3c1819-06ab-4d4a-ae27-f145f3db265c,ecommerce,Michelle Martinez,johndawson@example.org,001-767-929-,"Phelps, Kramer and Shannon",6,5,2,5,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,6ec7d4aa-935e-433b-9364-eb9dc4d88361,1989.8009300231934
2025-09-24T00:22:14.518684,57,e1cda783-aa45-4b30-90a3-2c79e3d20f3e,crm,Eric Yu,yorkcasey@outlook.com,,"Ferrell, Jones and Lewis",1,3,3,6,0.0,1.0,0.0,0.3,0.32999999999999996,LOW,CREATE_NEW,0efccf6c-5dd8-4509-b2f2-7d205f6731a4,1579.9415111541748
2025-09-24T00:22:17.665469,58,f52c2420-2175-42ff-8c5a-c408328bc661,ecommerce,Scott Sampson,cory58@example.net,(706)543-171,Huerta PLC,4,2,11,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,3a04cb28-79d4-4302-8449-47f17f8e2c24,1987.1978759765625
2025-09-24T00:22:20.819048,59,0fdb94cc-2147-44df-bcc1-f3f93d624ec7,crm,Nicholas Chavez,mitchellgriffith@outlook.com,(+1-) 10--22-9,Saunders LLC,2,7,6,9,0.0,1.0,0.0,0.3,0.32999999999999996,LOW,CREATE_NEW,ce261725-a624-4b90-bf5b-83451f73e9a8,1791.2940979003906
2025-09-24T00:22:24.182208,60,63f00cc6-3ebb-49c9-80cb-fd07925ac885,erp,Daniel Lambert,orose@example.com,+1.369.469.1,Peters Group,2,2,9,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,9cb697d6-91d5-44b7-bb18-656085687edc,1998.1601238250732
2025-09-24T00:22:27.537436,61,0b91f548-1f50-41ed-a25b-156ffc118374,crm,Cynthia Pierce,colleenmendez@example.org,629.592.2995,Harris-Lawson,4,2,16,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,38e87df0-7bd3-464c-ab44-cacb1353c2a3,1989.9601936340332
2025-09-24T00:22:30.906220,62,69dd874d-789d-453d-b59a-7915e508a459,crm,Diane Escobar,mathewaguilar@hotmail.com,(346)829-148,Guerra PLC,4,3,5,6,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,b1ff307d-80d9-4585-b7e2-14cff58ccb9e,1997.985601425171
2025-09-24T00:22:34.265993,63,9721dedc-c5ab-4011-a3b4-c58c52f3d70a,erp,Vincent Herrera,jennifercarter@example.org,+1-253-896-2,"Mendoza, White and Taylor",2,1,18,2,1.0,1.0,1.0000000000000002,0.3,0.93,HIGH,AUTO_MERGE,ab346f66-59c6-4f17-bebf-9b5003c46607,1996.4842796325684
2025-09-24T00:22:37.620377,64,2221f53b-14b0-46bd-95ea-8ab0cf3c8cc2,ecommerce,Jeffery Coleman,kennethkidd@example.com,451-571-3395,"Ochoa, Taylor and Brady",6,3,1,6,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,1d75686c-f1bf-47fd-a05d-fc126aaaa910,1991.9204711914062
2025-09-24T00:22:40.963011,65,8b024b7b-474f-4023-91bd-2e0496d69296,crm,James Brooks,amberosborne@example.net,2955701543,"Harris, Collins and Carney",4,3,9,6,1.0,1.0,0.9999999999999998,0.3,0.9299999999999999,HIGH,AUTO_MERGE,53c83881-ce87-4694-8622-9771ab26525b,1979.377031326294
2025-09-24T00:22:44.081474,66,cbcb7496-d469-4b49-a7fc-b034cafadfd2,erp,Lisa Sawyer,michael56@example.net,610-302-2557,"Webb, Carroll and Kim",2,1,6,2,0.0,0.0,0.8614182537199047,0.0,0.17228365074398094,LOW,CREATE_NEW,29012cbb-72d1-409e-9726-792cc3f56ddc,1771.6765403747559
2025-09-24T00:22:47.408257,67,245f5242-3cea-4fff-aa40-a1d137eac82b,erp,Mary Coohran,lweaver@example.com,(210) 393-87,"Foster, Garcia and Turner",3,2,8,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,16f9b8df-17b3-45a7-9109-ecbba312c93a,1979.0842533111572
2025-09-24T00:22:50.739569,68,ce39abc6-3c4a-4a6c-b8c8-ec6154cecd50,ecommerce,Molly Gomez,yhill@yahoo.com,265-482-0297,Edwards-Ramirez,3,2,2,3,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,33e6d738-2379-47e1-b638-4089aa5bccf4,1981.724739074707
2025-09-24T00:22:53.857147,69,31d237f9-3f32-48b3-953e-6080be7f6977,erp,Shaun Jones,patrickdarin@example.com,(+1-) 12--38-2,,5,6,6,4,1.0,1.0,0.0,0.2,0.72,MEDIUM,AUTO_MERGE,434c850c-2133-436a-b42f-0ae512f31876,1772.8681564331055
2025-09-24T00:22:57.026739,70,3766f85f-3b4b-49df-a4f0-edc7c1cc1677,ecommerce,Kimterly Howard,kcooper@example.net,564-420-5930,"Johnson, Haynes and Meza",4,2,6,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,fba69b6a-670f-421e-b7b8-6441ad6e37e9,2011.141061782837
2025-09-24T00:23:00.354976,71,9339933c-1754-402e-92da-ad3cee448ce3,crm,Christopher Shaffer,edwardsnicole@example.org,(822)918-909,"Griffith, Mitchell and Pugh",3,2,10,3,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,0961bed2-abad-4805-8e81-88a927fcb5db,1981.0941219329834
2025-09-24T00:23:03.721677,72,fb038a37-1ece-41e9-a0b2-e28d23bcf4c9,erp,Michele James,courtney78@yahoo.com,+1-213-243-1,Little-Stevens,3,2,9,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,c789be48-1e51-49cf-b0fa-08cfc1fa5f25,2016.6304111480713
2025-09-24T00:23:06.860763,73,05518afd-47db-47f2-b41a-1fc950f7a6b3,ecommerce,Patricia Bush,kdunlap@example.net,(320)215-336,Wells Inc,2,2,1,2,0.0,0.7142857142857143,0.0,0.0,0.21428571428571427,LOW,CREATE_NEW,0dc82134-0ebd-405c-a05d-d0ad69b85250,1780.8868885040283
2025-09-24T00:23:10.194848,74,a78f4631-6e02-42ad-8c99-c7737a2352ff,ecommerce,David Walker,andrew83@example.net,501.603.1051,"Joyce, Garcia and Powell",5,3,8,6,1.0,1.0,1.0000000000000002,0.3,0.93,HIGH,AUTO_MERGE,3105a369-c4e3-4e08-8970-af379071983f,1981.8148612976074
2025-09-24T00:23:13.318509,75,2f6db1e9-0bb8-401d-b0db-661cd25c9a31,ecommerce,Karen Parrish,schmittcaroline@example.com,,"Sandoval, Jones and Figueroa",3,4,8,8,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,70597d7e-3f2e-4821-bc20-5f77c82e24ab,1771.902322769165
2025-09-24T00:23:16.442482,76,f134a330-093a-448e-a3ca-ec31d07926b7,erp,Claudia Richards,oscar98@example.com,(789) 961-1836,"Frye, Hoffman and Santiago",9,5,16,10,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,c767b8f6-b626-4b5a-a635-7382ad36c09f,1977.595329284668
2025-09-24T00:23:19.771405,77,27c21430-9bcc-4fbf-865f-5d6a89efc5ca,ecommerce,Elaine Nelson,robertroach@example.net,001-791-841-,Newman-Bryant,2,1,6,1,1.0,1.0,0.0,0.2,0.72,MEDIUM,AUTO_MERGE,5b26d81e-d247-4837-a3c2-83dfb2586eda,1977.8597354888916
2025-09-24T00:23:23.116981,78,79ec280a-e6a6-423c-8c56-93d8e6eb9760,ecommerce,Jack Preston,warrenmary@example.org,+1.900.962.3,Warren and Sons,3,2,3,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,e9144c19-6484-413c-aad1-ffed815e5e58,1976.9654273986816
2025-09-24T00:23:26.451783,79,e48a5fb9-ea12-447b-8942-75822b8eed8e,crm,Deborah Kerr,charlesmartin@example.com,(+1-) 94--71-7,Ruiz Ltd,2,2,3,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,cef2297b-9491-4f45-89a4-ee2071afccae,1982.7027320861816
2025-09-24T00:23:29.778088,80,89e1055b-9b76-4e56-bf7f-c0d9811392b2,ecommerce,David Walker,andrew83@example.net,501.603.1051,"Joyce, Garcia and Powell",5,3,8,6,1.0,1.0,1.0000000000000002,0.3,0.93,HIGH,AUTO_MERGE,3105a369-c4e3-4e08-8970-af379071983f,1978.379249572754
2025-09-24T00:23:33.163545,81,721804c7-6b0f-4472-8a58-8935008f37db,ecommerce,Rachel Ramos,christopherboone@hotmail.com,207-802-9667,"Wilkerson, Fox and Mccoy",3,2,5,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,5e896f53-6be9-472b-9bff-cc0a83c6bff6,2009.6344947814941
2025-09-24T00:23:36.497164,82,3188c286-220a-41be-a17c-13b7b674a852,erp,Jeffrey Black,finleycasey@example.com,545-918-7053,Harris and Sons,3,7,1,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,3ba20575-88db-41e4-b702-471b9436bda9,1983.733892440796
